Diện tích (m2),Số phòng ngủ,Số phòng tắm,Năm xây dựng,Vị trí (Mã vùng),Giá bán (VNĐ)
71,5,3,2013,55107,800704164
195,2,3,1969,55107,665857667
111,2,2,1987,55156,322611302
187,1,3,2024,55109,473645213
245,3,1,2007,55111,838935241
187,1,1,1965,55160,582559447
163,1,3,2000,55109,520324771
96,3,1,1976,55126,698594931
36,2,1,2000,55156,531715641
43,3,3,2024,55109,447461636
102,4,2,1965,55109,698018916
192,4,3,2009,55107,834558698
95,4,3,1989,55106,656337919
159,5,3,2016,55106,663758674
235,2,3,1951,55107,784616996
285,2,2,1997,55110,660927028
295,5,2,2001,55160,976082503
54,1,1,1973,55107,558390598
282,4,1,1951,55109,747045287
193,4,3,2014,55106,668509092
124,1,1,1969,55123,385784059
299,3,2,1983,55109,628377178
139,3,1,1990,55156,393487505
267,2,1,1990,55110,550048791
54,5,1,2024,55123,442299496
170,2,3,1972,55199,734494977
146,3,1,1987,55126,742944015
54,1,2,1993,55123,522950541
108,2,2,2016,55126,467073023
97,4,2,2011,55156,713721168
202,4,2,1961,55107,960669243
41,1,1,1979,55126,385861765
157,3,3,2014,55107,454430672
125,4,2,1990,55110,669555948
121,4,2,1969,55123,689439717
170,5,3,1955,55106,688511099
60,2,3,2024,55123,518759231
49,3,2,1953,55156,604513976
175,2,2,1959,55106,778300732
189,3,3,2000,55107,870031557
72,4,2,1987,55110,802712379
283,5,2,1950,55126,1021681967
159,2,1,1957,55126,555760421
89,4,3,2012,55106,532971376
180,3,1,1982,55107,569870228
34,2,1,1964,55111,633867874
295,2,3,1980,55110,615997398
159,4,1,1970,55126,852297483
296,2,2,1952,55123,603926840
207,5,1,2015,55107,830080127
282,5,3,1984,55107,762502938
85,4,2,1990,55199,775566676
112,3,2,2008,55199,738766918
128,4,2,1965,55126,471611114
178,5,2,2005,55199,553207080
185,1,1,1994,55126,593535631
219,1,1,2008,55160,423852996
292,2,2,1999,55156,755518222
109,2,3,1961,55156,589501140
281,1,2,1961,55107,845065081
126,5,1,1982,55123,852790980
289,2,2,1998,55109,701459782
289,4,1,1970,55123,632580194
132,4,2,2009,55109,559328291
69,5,3,2001,55123,538491448
130,2,2,2003,55106,737983118
250,4,3,1988,55111,873693275
153,2,3,1998,55199,549092289
260,2,2,2013,55109,505590007
207,4,3,1975,55110,885028036
92,1,3,2020,55107,338650069
145,4,1,1956,55109,484304351
220,5,1,2021,55107,902050631
91,3,3,2011,55123,386033256
285,4,2,1973,55107,932030057
36,2,3,1989,55109,280144458
184,2,2,1996,55110,827716206
121,4,1,1957,55160,785789285
43,3,2,2003,55199,345878249
258,4,3,1958,55107,684171383
115,3,3,1952,55156,454204900
162,3,3,2003,55110,466073414
212,5,3,1970,55111,952793782
91,2,3,1997,55160,416852120
248,2,2,1996,55126,558405941
275,3,3,2017,55156,804338005
259,2,1,2012,55109,601842394
108,1,3,1965,55126,484151016
178,3,2,2023,55126,837424686
167,2,3,1954,55160,655576879
94,1,3,1960,55126,676762254
42,5,2,1978,55123,727423553
242,2,3,2019,55199,700881083
271,1,2,1997,55111,743046983
242,4,3,1964,55106,947531947
210,4,1,1983,55106,743452074
202,1,3,2009,55126,616137605
189,3,2,2011,55199,875837203
193,3,1,1951,55199,836313690
217,2,2,1968,55109,872884076
220,4,3,1998,55109,859875862
285,3,1,1977,55107,569623471
212,3,2,1997,55107,743015399
146,4,1,1986,55160,790082896
225,5,1,2023,55110,964797753
63,3,2,1998,55110,753857468
81,1,1,1997,55109,334385996
141,2,2,2022,55107,700439427
281,3,1,1978,55199,531574035
111,3,1,2009,55160,392956585
261,5,1,1978,55109,1014110463
256,1,3,2007,55156,786651160
262,2,3,1997,55160,846403836
250,3,2,1972,55123,635138645
71,2,1,1976,55107,300114419
50,4,2,1956,55160,757497903
71,3,3,1998,55123,798304636
142,3,3,2003,55111,549628432
134,4,3,2017,55126,756744103
221,5,3,1991,55160,977302026
46,3,2,2023,55110,316454596
149,2,1,2008,55160,362765972
158,1,2,1993,55111,369754265
159,2,1,1975,55107,352020367
89,5,3,1972,55123,522881399
77,1,1,2022,55106,387937255
58,2,3,1957,55109,360760916
126,2,2,2002,55107,647861231
39,4,1,1963,55199,484737567
271,5,2,2020,55107,740729765
261,4,3,1956,55110,684877625
232,1,2,1958,55126,417459060
276,4,3,1952,55156,1033100872
293,5,3,1966,55160,811747308
243,3,3,1993,55160,963266128
229,3,2,1995,55110,751452904
108,1,2,2007,55156,533157000
202,3,1,1977,55123,444304069
98,4,1,1963,55109,541675994
116,1,2,1958,55199,478628201
130,5,2,1975,55106,667316964
37,1,2,1951,55126,472891558
229,1,2,2024,55106,627102250
116,2,3,1983,55106,802721815
72,2,3,1968,55156,525912904
138,1,3,1988,55156,366887288
181,3,2,1962,55109,783079081
46,2,3,1954,55109,658111754
162,5,3,1999,55107,863451682
177,4,1,1972,55110,621153500
261,2,1,1978,55126,536702288
257,1,3,2021,55126,589373259
168,3,3,1975,55123,848553327
240,4,3,2006,55126,903793102
57,2,2,1950,55111,444710836
80,3,1,1977,55106,609107932
290,3,1,2011,55156,718548076
290,3,1,1996,55156,862435121
37,1,3,2008,55109,525423921
167,5,2,1980,55109,612960215
67,3,1,2019,55111,619331428
140,4,1,1998,55123,554801869
249,2,2,1954,55160,865221051
252,4,3,1980,55126,749080418
165,1,3,1986,55199,462835600
285,1,1,1964,55107,457922938
78,4,1,2001,55109,382313398
107,5,2,2018,55110,606610650
134,1,1,1960,55156,712042987
198,1,2,1992,55107,605075650
246,4,1,2019,55109,888187254
148,1,1,1972,55160,721335611
219,5,1,1989,55123,604288387
284,5,3,2012,55106,815928337
295,5,2,1951,55126,920254035
178,2,2,2022,55123,434186452
193,5,3,1996,55110,834166526
169,5,3,1979,55160,656241037
287,2,3,1965,55160,714276103
298,3,2,2008,55111,913870337
210,1,1,1996,55156,700078297
189,5,3,1979,55160,584867602
255,1,3,1958,55199,728663401
40,4,3,2014,55109,752594843
39,1,1,2008,55126,212355804
212,2,1,2013,55107,720092100
182,1,3,1957,55107,537996138
153,1,1,2001,55107,543824347
143,1,3,1967,55106,425935355
242,3,1,2007,55106,834558056
201,3,2,1998,55107,619177903
203,4,2,1981,55160,664351802
142,2,1,1997,55110,483887502
151,1,2,1994,55106,747527725
61,1,2,2003,55160,287948168
251,1,2,1995,55156,791348319
148,1,3,1980,55156,413736499
68,3,1,1986,55156,355286489
297,4,1,1965,55109,893326180
262,5,1,1995,55106,619700136
47,2,2,1995,55107,607416643
178,1,3,2010,55106,478185204
178,4,1,1995,55111,698655796
155,5,2,2000,55199,720757411
267,4,3,2011,55199,751162643
164,3,3,1984,55126,678815770
180,5,1,1991,55111,646517691
265,4,1,1994,55106,599183509
253,3,2,2017,55156,515891455
232,4,1,2024,55111,672119110
285,4,2,1996,55110,750291566
115,5,3,1979,55199,713219317
179,3,3,1973,55111,859181648
264,1,3,2015,55110,515190910
51,2,3,1992,55106,546987121
298,5,1,1983,55156,831858438
287,3,1,1972,55107,768218557
58,4,2,2010,55106,722302034
242,3,2,1986,55160,916548233
79,2,2,1962,55106,401469274
124,2,2,2020,55106,714352908
117,1,2,1956,55107,374835969
73,1,3,1991,55123,449642389
200,2,3,1987,55123,542947578
218,5,3,2001,55111,982428627
213,5,2,1993,55109,788897787
32,4,3,2013,55123,423495722
220,1,3,1962,55110,725183684
147,4,3,1977,55199,873092350
48,1,3,1950,55109,297029317
52,2,1,1992,55160,301698146
59,5,2,1991,55111,699735936
137,5,2,1999,55156,866223906
157,2,1,2009,55110,434800642
258,4,3,1950,55106,938341941
140,4,3,2000,55109,809749411
165,3,3,1965,55106,674420252
215,1,2,1988,55106,776603214
173,4,2,1964,55111,900398986
101,2,2,1982,55126,427490641
158,4,2,2002,55106,709153667
290,5,2,1966,55107,818966615
32,1,1,1955,55156,250143493
133,3,2,1980,55160,478500793
253,1,3,2018,55160,585868658
39,5,2,1989,55123,658004089
260,5,1,1979,55107,932329275
248,5,3,2018,55126,806369169
95,5,1,1956,55199,493938190
141,2,3,1962,55126,524256386
42,3,2,1953,55106,623392528
115,5,1,1999,55156,727393184
263,5,3,1952,55107,1097552737
119,4,2,1961,55106,465524957
83,3,3,2014,55160,638803154
41,1,1,1976,55106,492857532
238,3,1,1999,55126,547517064
43,3,1,1966,55126,663302631
150,3,1,2021,55126,482644011
49,5,2,1981,55199,627833246
104,5,3,2000,55123,920741946
272,2,2,1966,55110,572602094
252,1,1,1983,55110,736211224
99,4,3,1984,55156,774130358
240,3,1,1973,55199,494508486
130,1,2,2003,55107,519646132
215,1,2,1967,55107,562688879
161,2,2,1999,55156,634224646
140,4,3,1995,55109,630043859
161,3,3,1997,55111,691988468
49,4,1,1982,55160,553418923
53,2,3,1976,55123,717224944
256,5,3,1950,55111,909451050
183,1,2,2008,55110,493883043
259,3,1,1959,55110,686972498
231,5,2,1974,55106,859533569
67,2,1,2006,55110,318752097
289,4,1,2015,55106,891679031
217,1,3,1964,55106,636660880
86,3,2,1977,55109,782933320
49,5,3,1962,55109,583499125
148,5,3,1963,55199,744411520
100,1,3,2015,55199,570172137
33,4,1,1983,55156,685441051
250,2,2,1974,55106,794793014
43,4,2,2003,55109,745818446
32,4,3,1961,55110,404273364
245,4,1,1958,55111,573764174
258,1,2,1980,55109,778534136
215,1,2,2002,55160,411229364
84,2,3,1992,55160,644700412
283,4,1,1987,55160,641037057
53,1,3,1991,55107,596561517
191,2,2,2021,55123,790395313
187,2,1,1997,55156,684802632
111,4,3,2016,55160,821012817
188,3,2,2015,55123,558058128
217,4,3,1965,55111,855771944
89,3,3,1965,55107,659354375
240,2,3,1980,55156,800388449
181,1,1,2007,55156,429694817
138,5,2,1977,55199,917518143
105,2,2,1953,55160,512012011
59,1,2,1959,55110,378663260
146,2,2,2000,55106,600891099
221,4,1,1967,55109,932924239
48,3,3,1996,55126,559709389
202,2,2,1981,55160,623650611
257,1,1,1979,55109,725361847
212,4,3,1985,55110,574803175
142,5,1,1958,55156,631657020
212,4,1,1985,55156,537628547
175,3,2,1978,55110,680708157
145,4,2,1965,55156,785513971
142,5,3,1970,55106,656815144
280,1,3,2013,55160,828152883
280,2,2,2015,55156,876134558
147,3,1,2008,55160,457734617
190,5,2,1977,55109,824196634
227,3,3,2004,55160,904852920
289,4,1,1980,55199,740092018
177,3,1,1982,55109,426004415
269,5,1,2009,55160,841162657
76,2,2,1990,55126,424947678
227,2,2,1995,55106,591212015
76,3,3,1998,55110,416576906
107,1,1,2014,55107,272153799
153,3,1,1991,55110,656627659
104,4,2,1972,55160,464262370
166,2,3,1976,55106,624938145
119,2,3,1981,55160,610811546
90,2,1,1952,55160,364579527
167,1,2,2009,55160,586972526
79,1,1,1966,55160,311660351
288,5,2,1981,55107,1072088084
136,3,3,1956,55107,847615656
142,3,1,2020,55199,636971029
283,4,1,2018,55123,815151707
147,2,1,2007,55106,528001154
227,1,3,1989,55111,697552518
80,4,1,1997,55160,519694093
274,4,3,2000,55160,674198472
64,1,2,2006,55123,256424243
98,3,3,2020,55109,661647018
78,2,2,1986,55106,707404998
103,3,3,2024,55106,636583051
221,4,3,2023,55107,933822802
290,2,1,2004,55110,637447322
99,5,3,1990,55126,581946065
119,4,1,1969,55123,802781482
289,3,2,1982,55111,697158548
155,3,2,1989,55107,777673313
260,3,1,1983,55110,880625676
158,1,2,2011,55107,696965868
129,4,3,1968,55107,664356018
211,2,1,1992,55107,779780008
203,3,1,2018,55199,611392626
217,3,1,2012,55106,767389334
86,1,2,1959,55111,413742464
60,2,2,1962,55156,685625174
113,4,3,1954,55109,493915320
181,5,3,2007,55126,775147099
65,1,1,2008,55199,316076511
242,4,3,2008,55107,1000966727
135,5,2,1964,55160,637951606
249,3,3,1950,55126,644980313
192,3,2,1987,55123,807274125
249,2,3,2002,55123,546565399
299,5,2,2001,55111,1006902703
149,3,2,1950,55110,666461827
211,3,3,1960,55160,752005758
135,2,3,2007,55109,813407821
246,4,2,1989,55156,803311400
234,3,1,2009,55160,826477294
99,1,3,1993,55110,654151325
73,1,2,1955,55107,364359802
257,4,3,1977,55107,946985507
213,5,3,1980,55106,905331921
136,2,3,1957,55107,600069101
113,1,3,1954,55156,638729390
279,1,3,2003,55110,472385191
50,4,1,1966,55110,342537339
225,5,1,1987,55110,989235977
207,5,1,1958,55123,796470199
36,4,2,2023,55156,575034315
99,1,1,1963,55156,351282996
156,2,1,1975,55160,338412712
189,1,2,2011,55109,629218375
277,5,1,1974,55123,945589343
232,1,3,1985,55156,826898640
177,2,1,1982,55199,682641896
172,3,1,1952,55199,484809772
228,1,1,1960,55123,378639741
183,4,3,2007,55156,698685837
171,3,3,2013,55156,607997768
194,4,3,1967,55107,630718328
50,4,3,1996,55106,656884089
111,4,2,1993,55107,690335897
98,1,3,2008,55199,355594543
160,5,3,1999,55160,955805170
116,3,3,2018,55199,660073495
247,2,3,1978,55109,557794334
190,5,2,2016,55109,761849958
207,1,1,1951,55110,369950699
146,4,1,1974,55109,857281849
225,2,3,1968,55109,764979201
115,3,3,1989,55126,736832945
110,5,3,1951,55123,890988561
181,5,1,2014,55106,789208463
90,2,1,2011,55156,415841692
90,1,3,2003,55110,326054090
57,3,1,1994,55106,523704845
72,2,2,1998,55107,487534531
198,4,3,2018,55107,640312678
115,3,3,1987,55123,718537633
206,5,2,1953,55160,932132852
46,2,2,1966,55110,463636589
127,5,1,2002,55110,523118310
227,5,2,2002,55107,704509576
127,5,3,1980,55111,565401895
94,1,1,1971,55126,603500328
34,5,2,1960,55106,833574470
31,4,1,1983,55156,531040057
51,4,1,1964,55160,648848150
141,3,1,1959,55160,707486380
86,5,1,2002,55123,699615178
95,5,2,1997,55111,883184597
127,2,3,1980,55126,606977169
173,1,3,1986,55111,746381808
154,3,2,1977,55199,672327451
196,5,3,1980,55126,819329935
115,2,1,2019,55160,459847081
105,1,1,1963,55111,273667075
88,3,1,1965,55156,485168445
167,3,2,1974,55110,804916323
128,5,1,1988,55126,483864469
221,3,1,2015,55110,778155338
272,2,2,1987,55156,491350996
78,3,1,1990,55110,714817144
61,4,1,1989,55111,504035367
49,2,3,2013,55126,353372456
183,1,2,1965,55111,478401897
97,1,1,2008,55111,623667958
243,5,1,1960,55111,777454328
172,5,1,1950,55107,605970849
261,4,1,1962,55156,547474056
242,1,3,1979,55199,479692620
108,1,3,2018,55156,475652165
243,1,3,1967,55160,880679875
145,1,3,1962,55156,421602491
121,3,2,1981,55199,630810395
299,2,1,2020,55109,723748769
197,2,3,2021,55107,453677180
87,4,1,1999,55123,375044665
55,3,2,2020,55160,388813538
95,1,1,1980,55126,307768452
277,1,1,2000,55199,428282104
283,5,3,1976,55109,990626854
73,5,3,2009,55160,536109130
126,4,2,1982,55160,813342987
71,1,1,2002,55160,208530620
256,4,3,2021,55199,971985962
291,3,3,1982,55199,932267474
196,2,3,1990,55107,856295756
118,1,2,1968,55126,439010381
207,3,1,1990,55156,760505387
226,1,3,1991,55111,749990657
296,5,1,1972,55107,893656445
297,4,2,2024,55156,815247687
103,5,1,1982,55110,470745045
37,2,3,1969,55107,665904178
193,5,1,1974,55156,911425164
114,1,1,2001,55111,684852756
101,5,2,1961,55199,576676628
84,1,2,1981,55199,462717403
76,2,1,1982,55110,368026848
267,5,1,2023,55106,1037646556
133,4,1,2017,55126,622265764
239,4,2,1964,55107,684064405
71,4,2,2000,55126,788742073
297,5,1,1955,55160,636676505
292,5,2,2018,55109,1006464250
288,5,3,2018,55160,749462474
143,1,2,1984,55123,660911882
69,2,2,1983,55123,493143212
249,4,2,2012,55123,671606177
158,1,3,2017,55126,390351954
37,4,3,1967,55107,749466415
130,1,3,1975,55126,363694585
205,5,1,2010,55156,946297436
136,4,1,2023,55126,584361682
130,5,3,1997,55156,716102052
289,4,1,2021,55123,682839892
275,3,1,1980,55160,664206103
61,1,1,1983,55109,318036633
166,3,3,1956,55111,541949451
41,1,2,1956,55107,234174959
45,2,3,1996,55123,694147474
158,4,3,1957,55123,553128494
92,2,1,1950,55109,301994608
138,2,1,1952,55107,585098589
50,1,2,2002,55199,561191822
187,3,2,1987,55123,821468290
298,5,2,2000,55123,917258736
191,1,2,1964,55109,525251660
289,5,3,2016,55111,1022172026
131,2,2,2013,55106,711337736
252,5,3,2017,55199,919407355
88,3,1,1954,55107,686869516
276,1,2,1959,55110,680171471
157,3,1,1957,55107,474098994
54,3,1,1961,55110,394141133
160,1,3,2013,55199,648188231
225,3,2,2008,55123,829706549
183,4,3,2016,55107,691998840
162,4,1,1999,55106,827647607
256,4,2,1972,55110,818236063
218,5,1,1989,55109,679840354
294,3,1,1967,55123,680082518
163,1,2,1970,55123,637513556
240,1,2,1950,55160,416079057
89,5,2,1987,55156,610148015
242,1,3,1990,55110,709080717
245,4,3,1991,55123,601540623
255,3,1,1958,55123,782576983
160,1,2,1972,55123,331947056
105,1,1,1960,55111,442503347
185,2,1,2020,55156,563756127
277,2,1,1980,55107,891327882
247,2,1,1975,55106,536867372
219,3,1,1979,55126,662368842
192,4,2,1983,55107,825578435
209,4,3,1995,55106,738015129
63,4,2,2018,55109,685943213
70,3,2,1954,55110,500197892
104,3,2,2010,55111,662061475
205,2,3,1987,55107,636016928
179,1,3,1977,55106,594101247
137,5,3,1975,55126,683523213
168,5,2,2010,55126,689980742
241,1,3,1972,55107,665255241
95,2,1,1995,55156,624655572
277,1,3,1979,55109,486013927
185,1,2,2016,55111,541002089
76,5,2,1982,55126,508048941
230,2,1,1952,55106,590924927
177,3,3,2018,55160,812177425
153,5,3,1991,55199,584149000
30,3,1,2011,55110,667612968
276,2,2,2007,55156,852851165
157,1,2,2006,55156,360251843
220,4,3,1950,55126,961720930
96,4,3,2022,55106,714647693
33,2,3,2009,55110,683113933
172,4,3,2018,55126,869176815
220,3,3,2008,55156,897524836
50,4,2,1995,55126,731993215
256,2,2,1983,55107,779359571
146,2,2,1974,55160,496692252
171,3,2,1991,55110,563526870
68,4,1,1978,55109,630777079
281,4,2,1974,55123,994182062
236,1,1,2003,55111,448498388
239,5,2,2022,55199,719859294
144,2,3,2016,55111,525537119
254,1,3,1964,55110,495543272
163,2,3,1953,55123,762945286
280,1,1,1987,55160,541768012
248,5,2,1969,55109,956608700
120,1,2,1972,55126,405862550
75,2,1,1986,55107,527363107
67,4,1,2011,55107,507268956
171,2,1,1957,55106,500253212
129,3,1,1986,55156,363596997
219,3,1,1994,55123,507248740
64,3,3,1982,55111,499817760
176,3,2,1956,55107,645365342
59,5,1,1971,55123,651319277
113,4,3,1954,55110,597644412
299,4,1,1964,55199,674876008
183,2,3,1970,55160,563722193
131,1,1,1966,55156,493098277
244,2,2,2005,55156,698734318
179,2,1,1999,55107,499349790
112,2,1,1956,55160,696941327
139,2,2,1999,55160,632620199
230,4,2,2009,55110,721900722
202,1,1,1956,55109,364357284
235,2,2,1989,55111,798085709
92,4,2,1994,55107,626136038
102,2,3,2008,55106,752104899
280,3,2,2024,55111,908337949
153,2,2,2004,55109,698036731
150,2,1,2013,55156,555294132
149,5,1,2014,55109,596232352
193,3,3,2003,55123,546752355
294,1,1,1989,55106,695326109
190,2,2,2002,55110,741418303
118,1,2,1993,55123,543212941
171,3,2,2012,55111,599628655
232,2,1,1951,55126,791865755
256,5,2,1970,55126,901139577
251,4,2,1999,55106,807955270
70,5,3,2001,55111,511799721
225,5,3,1958,55110,908902857
97,4,3,1969,55156,751612675
293,4,1,1967,55109,815433195
31,4,2,1979,55109,610095948
154,2,2,2014,55109,737088928
139,1,2,1973,55111,737479079
115,1,3,1996,55106,330751003
149,4,2,1993,55109,738290326
156,5,2,1978,55111,619115935
284,3,2,2017,55110,648372862
212,4,2,1966,55126,740877188
45,5,2,1954,55123,540555644
91,5,1,1999,55110,557527481
187,2,2,1989,55199,666275737
297,2,1,1995,55156,828495526
64,1,2,2000,55109,638227033
296,1,1,1960,55106,673698946
93,3,2,1961,55110,432933719
79,3,2,1962,55111,687297332
284,3,2,2013,55160,548536929
178,3,2,1957,55160,841653793
201,5,3,2014,55199,666586387
230,5,2,1958,55156,762877686
64,1,1,1951,55106,508611677
245,2,3,1962,55109,830659689
94,2,3,1951,55110,388068115
37,4,2,2017,55156,720841192
105,5,1,1997,55156,628971793
203,3,1,2023,55107,638927781
76,3,3,1952,55126,467005829
44,4,1,2017,55123,511500921
176,2,2,1955,55123,598434616
55,3,2,1954,55107,692389481
122,2,2,1952,55111,522940923
261,4,2,1959,55126,632835800
50,2,2,1992,55110,383441704
67,2,3,1968,55109,389854056
186,2,2,1963,55156,783088898
208,3,2,1970,55109,647473771
161,1,3,1992,55107,643943530
57,5,3,1977,55110,783284216
289,2,3,1970,55111,673275538
105,2,1,1985,55126,526248585
96,2,1,1973,55109,448843698
223,1,2,2003,55106,443624004
191,4,2,1987,55160,878560661
286,3,2,1966,55160,917141064
101,1,1,1971,55160,325789984
116,2,2,1994,55111,387880663
291,1,2,2023,55107,542325533
243,1,1,2010,55107,506203325
182,1,3,1960,55199,579400803
239,4,1,2010,55123,707781862
90,5,2,1987,55110,455902414
297,3,1,2015,55199,630170725
291,4,3,1982,55123,990244326
247,4,3,1992,55110,934824947
165,5,3,1980,55109,835428757
122,4,3,1984,55199,684887924
138,1,3,1986,55160,726652060
270,1,3,1996,55123,517488348
171,2,2,1972,55110,516996285
266,4,2,1985,55111,982179998
206,2,1,1989,55160,705664108
170,3,2,1964,55126,448771777
218,1,3,1986,55106,464150754
78,3,2,1953,55109,424669868
219,5,1,1971,55160,979434504
165,1,3,1971,55123,750796501
72,3,2,1966,55109,701425746
119,5,2,2021,55160,710692004
274,3,1,1987,55110,688973193
221,5,3,1973,55156,961274708
135,5,1,1955,55160,810658128
262,1,3,2017,55123,830353218
294,2,3,1955,55199,633076102
66,5,2,1975,55199,781906792
70,5,1,1990,55123,564144996
46,1,1,2024,55199,294405923
88,2,1,1987,55109,364062207
212,4,3,1992,55110,575220802
70,4,1,2002,55111,404345465
68,2,3,1964,55126,369707340
221,3,1,2005,55111,695617704
296,1,1,2005,55123,846746141
176,2,2,1980,55110,630078678
156,4,1,2006,55107,856800251
75,5,2,2000,55110,568804253
74,4,2,1973,55111,789118880
30,5,3,2007,55109,734620474
197,1,1,2022,55199,450075859
137,5,1,1953,55111,740705180
48,2,1,1959,55199,405281180
101,5,2,2012,55123,789195252
138,3,1,2022,55107,787272404
297,2,3,1964,55156,804864192
269,1,3,2012,55111,827320417
119,2,1,1968,55123,373970614
132,3,2,2012,55126,644319199
279,1,3,2005,55123,484426412
37,4,3,1970,55106,792938829
182,3,2,1983,55110,703090724
203,1,3,1966,55126,504153314
187,5,2,1967,55199,870145751
244,2,3,2015,55110,793664240
206,1,2,2000,55160,592771821
204,2,3,2014,55160,484421872
175,5,1,1992,55111,583812099
190,1,3,2006,55109,817009189
156,4,3,1959,55199,497137660
111,3,1,1986,55109,424462696
176,1,1,1997,55156,368864926
268,5,1,2018,55111,965578568
113,1,1,2005,55110,426871413
142,2,2,1985,55160,448784236
254,1,2,1980,55199,588187734
272,4,3,2004,55199,1032677918
172,1,3,1987,55107,689549695
70,3,3,2022,55110,572827036
287,1,2,1964,55156,756720532
134,2,3,1965,55109,750634553
231,1,3,2002,55123,572203289
295,4,2,2005,55126,711378300
239,5,3,1956,55106,751644741
80,1,2,2006,55156,567799571
147,1,2,2004,55109,518898478
230,3,1,2001,55199,745726524
68,4,1,1953,55199,717466285
57,5,2,1992,55156,667348264
288,2,2,1989,55110,649670862
113,1,1,1979,55106,437501662
184,5,3,1959,55109,1001064835
146,2,3,1956,55156,407744124
31,4,3,1985,55199,799233674
122,4,2,1984,55126,845921167
195,5,1,1988,55107,849347250
287,2,3,1985,55156,710370014
110,4,1,1969,55107,465435183
297,5,1,1998,55107,993997626
264,4,2,2008,55109,765331558
242,4,3,1998,55107,958089130
91,4,1,1975,55160,607131307
78,3,2,1985,55123,514439299
156,2,2,1992,55110,626947645
252,5,2,1992,55106,779794479
136,5,3,1982,55110,805576987
175,2,3,1994,55107,733525689
128,2,2,1994,55109,769574671
102,2,3,1964,55106,521156454
151,2,3,1966,55199,687500568
59,1,1,1961,55111,517083325
217,5,2,1971,55109,904615820
224,1,2,1972,55107,477747652
185,4,3,1961,55109,603848157
201,4,2,2017,55156,695960576
70,5,2,2000,55106,806036341
92,4,2,1962,55107,618661261
52,2,3,2006,55199,419446433
104,1,3,2004,55123,682635676
77,2,3,1977,55111,347888913
189,4,1,1993,55110,476323800
147,1,2,1968,55109,388798749
129,2,1,1995,55160,333152812
196,5,3,1952,55107,747229633
185,2,1,1969,55106,810652082
36,4,2,1974,55107,630924711
225,1,2,2024,55199,832409882
85,5,3,2005,55109,503723957
222,1,3,2010,55109,762195696
76,5,1,2004,55106,651572639
177,1,3,1984,55156,746595283
186,4,1,2008,55160,604735668
231,5,2,1988,55199,628377754
155,3,2,2006,55109,824164994
93,1,2,2016,55156,298647152
205,1,2,1983,55107,396456962
145,2,2,1990,55199,516492940
233,5,1,1971,55109,856128536
60,3,2,1976,55109,527904768
142,4,1,1970,55109,831075878
96,2,2,1990,55110,496986556
104,3,1,1980,55107,482262070
74,5,1,1976,55156,453238980
289,3,1,1986,55107,588745537
183,1,3,2015,55156,695490640
184,1,1,2003,55199,744143132
263,2,1,1958,55107,489348660
80,5,2,1991,55126,600531331
291,5,1,1985,55126,836910600
154,3,1,1959,55126,462228671
274,2,3,2008,55156,940970452
59,5,2,1989,55123,796630201
151,1,3,2003,55109,787119499
154,3,3,1988,55123,668008497
66,4,3,1956,55199,812234307
199,1,1,1953,55109,435662972
153,2,3,1964,55109,676385800
64,5,3,1997,55109,594214631
116,1,2,1955,55111,377521714
163,4,2,2022,55126,858965535
225,4,2,1984,55107,757752609
230,2,2,2021,55110,469024589
106,1,3,2020,55111,589454554
88,3,2,2017,55110,376736253
155,1,1,2007,55109,478668569
138,4,3,1968,55160,568129801
253,2,2,2011,55107,778465303
97,2,3,2020,55126,435590416
98,3,2,1959,55199,599569459
194,2,3,1974,55199,752301903
191,2,2,1993,55110,714316928
71,2,1,2007,55110,310798907
138,2,2,1974,55199,723156756
80,2,3,1989,55111,574896053
279,4,3,2019,55107,1017263150
50,1,1,1959,55126,352650672
168,5,3,2015,55111,642268394
121,2,1,1974,55106,567565653
154,5,3,2020,55109,809308996
140,5,3,1960,55111,947721279
168,4,1,1985,55156,674665108
128,2,3,1998,55106,679917495
281,5,3,1997,55160,1008472602
133,2,1,1956,55106,505191691
243,3,2,2000,55111,775027537
278,3,1,1966,55110,634125301
181,3,3,1981,55111,492049954
279,5,2,1975,55110,1072210638
194,3,2,1971,55160,765411697
37,4,2,1962,55111,677213419
34,4,1,1961,55107,761760093
174,5,2,2020,55110,826958755
130,2,2,1950,55156,568074663
193,1,2,1982,55156,403436530
176,2,3,1963,55110,480118772
93,2,1,2013,55156,486754909
120,2,1,1992,55156,381480473
146,2,3,2007,55126,620264148
296,1,2,1990,55199,624872292
202,3,3,2017,55109,620404970
76,2,3,1988,55109,388248952
169,4,2,1950,55123,748133598
275,5,2,1990,55156,951065015
178,5,1,1994,55110,530177463
275,4,2,1962,55111,965428540
34,2,3,2020,55199,603351100
213,1,3,1958,55111,710084048
49,3,2,2012,55123,319717904
75,5,1,1972,55111,757566653
41,3,3,2003,55110,383878969
99,1,2,1996,55109,653732256
46,5,1,1988,55110,417752574
176,3,1,1975,55160,481281283
183,1,3,1950,55107,658525896
137,3,3,1963,55160,640729153
265,2,1,2023,55106,621881058
99,1,1,2014,55123,280272364
212,3,1,2018,55109,697133838
279,2,2,2016,55106,777031722
257,2,3,1998,55126,840911337
131,1,1,1999,55106,540488386
104,4,3,2007,55111,641155326
245,5,3,2002,55109,1043756126
232,1,3,2006,55160,501367848
221,2,1,1967,55109,832020088
278,2,2,1965,55110,523147817
